х1,х2,х3,х4,х5,х6,х7,х8,У
6.65,36.71,3.39,7.51,0.55,9.5,7.37,0.18,0
6.7,36.69,0.04,7.54,0.51,7.34,7.01,0.17,0
6.36,36.83,1.68,7.45,0.58,9.32,7.49,0.18,1
7.29,36.45,2.4,7.49,0.52,8.18,7.05,0.17,0
7.38,36.42,1,7.46,0.57,8.06,6.88,0.18,0
7.51,36.36,1.46,7.44,0.58,8.85,7.55,0.18,1
6.32,36.84,2.79,7.48,0.6,8.08,7.03,0.17,0
6.64,36.71,1.36,7.52,0.56,8.33,7.63,0.18,1
6.93,36.59,4.58,7.49,0.57,8.24,7.27,0.18,0
7.28,36.46,2.66,7.55,0.55,8.74,7.51,0.17,1
6.91,36.6,1.45,7.45,0.6,8.79,7.47,0.17,1
7.37,36.42,3.23,7.5,0.52,8.98,6.86,0.17,0
6.57,36.74,4.04,7.52,0.6,9.09,7,0.18,0
6.53,36.76,4.47,7.54,0.57,9.09,7.12,0.17,0
7.07,36.54,3.26,7.48,0.59,7.84,6.94,0.18,0
7.32,36.44,1.14,7.44,0.55,9.26,7.35,0.17,0
7.22,36.48,3.43,7.48,0.62,8.87,7.46,0.18,1
6.92,36.6,1.64,7.45,0.56,7.42,7.05,0.17,0
7.02,36.56,0.99,7.48,0.58,8.83,7.37,0.17,0
6.23,36.88,0.38,7.54,0.54,7.37,6.96,0.17,0
6.67,36.7,3.05,7.65,0.62,9.32,7.16,0.18,0
6.93,36.59,3.39,7.44,0.59,7.89,7.31,0.18,0
6.62,36.72,2.67,7.55,0.57,9.33,7.21,0.18,0
6.73,36.68,1.94,7.45,0.54,8.8,7.42,0.18,0
6.88,36.61,0.34,7.56,0.53,8.17,7.08,0.17,0
6.81,36.64,4.95,7.52,0.56,8.9,7.18,0.19,1
6.93,36.6,0.14,7.38,0.56,8.34,7.25,0.18,0
7.15,36.51,2.42,7.41,0.6,9.3,7.24,0.17,0
7.34,36.43,2.82,7.45,0.56,10.56,7.19,0.18,1
7.02,36.56,2.73,7.5,0.57,8.4,7.13,0.17,0
6.54,36.75,3.23,7.45,0.53,8.56,7.16,0.18,0
7.5,36.37,2.64,7.54,0.58,7.27,7.07,0.17,0
7.38,36.42,2.91,7.46,0.56,8.46,7.14,0.18,0
7.41,36.41,1.97,7.45,0.52,7.28,7.22,0.18,0
7.3,36.45,1.28,7.51,0.56,7.96,7.25,0.17,0
6.92,36.6,2.53,7.49,0.54,8.98,7.15,0.17,0
6.88,36.61,2.48,7.5,0.56,9.6,7.39,0.18,0
6.69,36.69,3.03,7.54,0.55,8.18,7.39,0.18,0
6.52,36.76,0.64,7.44,0.56,9.12,6.99,0.17,0
6.85,36.63,4.04,7.47,0.63,8.55,7.48,0.18,1
7.15,36.51,2.03,7.62,0.57,8.05,6.95,0.18,0
7.39,36.41,2.92,7.37,0.54,7.74,6.98,0.18,0
6.24,36.87,2.5,7.5,0.5,8.12,7.39,0.18,0
7.55,36.35,2.83,7.47,0.51,7.38,7.09,0.17,0
6.35,36.83,3.03,7.49,0.56,8.47,6.93,0.18,0
7.16,36.5,2.02,7.45,0.55,7.7,7.17,0.17,0
6.38,36.82,1.59,7.4,0.58,8.43,7.03,0.18,0
6.88,36.62,0.27,7.51,0.57,8.2,7.57,0.17,1
7.27,36.46,1.83,7.57,0.55,7.28,7.23,0.17,0
7.06,36.55,0.17,7.53,0.57,8.83,7.07,0.17,0
6.68,36.7,3.75,7.42,0.58,8.86,7.04,0.18,0
6.46,36.78,2.09,7.5,0.56,7.75,7.33,0.17,0
6.42,36.8,2.64,7.48,0.55,8.72,7.16,0.18,0
7.43,36.4,0.88,7.37,0.59,8.7,7.26,0.17,0
6.67,36.7,4.53,7.53,0.54,8.73,6.9,0.18,0
6.63,36.72,1.24,7.48,0.59,7.9,7.2,0.17,0
6.96,36.59,4.51,7.53,0.58,8.26,7.31,0.18,0
6.3,36.85,3.91,7.46,0.52,7.64,7.07,0.18,0
7.06,36.54,4.74,7.5,0.52,7.05,7.12,0.18,0
6.68,36.7,2.55,7.43,0.54,7.65,7.17,0.17,0
6.63,36.72,1.72,7.42,0.59,9.47,7.33,0.17,0
6.76,36.67,2.96,7.5,0.57,8.79,7.28,0.18,0
6.87,36.62,3.67,7.49,0.54,9.99,7.24,0.18,0
6.71,36.69,2.04,7.53,0.58,8.29,7.13,0.17,0
7.09,36.53,0.59,7.38,0.55,9.22,7.27,0.17,0
7.22,36.48,3.09,7.47,0.58,8.79,7,0.17,0
6.9,36.61,2.34,7.54,0.61,9.51,7.44,0.18,0
6.72,36.68,3.95,7.53,0.57,8.68,7.02,0.18,0
7.18,36.5,3.57,7.42,0.59,8.2,7.32,0.18,0
6.72,36.68,3.11,7.43,0.55,8.21,7.34,0.18,0
6.53,36.76,1.94,7.42,0.57,8.67,7.31,0.17,0
7.29,36.45,0.93,7.49,0.56,8.25,7.16,0.17,0
7.25,36.47,0.55,7.52,0.56,8.16,7.24,0.17,0
6.88,36.62,2.93,7.54,0.56,7.48,7.06,0.17,0
6.59,36.73,3.35,7.53,0.59,8.34,7.29,0.18,0
7.17,36.5,0.63,7.5,0.62,8.52,7.39,0.17,0
7.03,36.56,0.42,7.52,0.55,8.05,7.41,0.17,0
6.45,36.79,3.28,7.39,0.53,8.44,7.57,0.17,1
6.97,36.58,3.4,7.49,0.57,7.83,6.81,0.18,0
7.29,36.45,3.23,7.5,0.62,8.4,7.16,0.18,0
6.71,36.68,0.2,7.51,0.58,8.61,7.05,0.17,0
6.97,36.58,1.37,7.45,0.62,8.05,7.55,0.17,1
6.95,36.59,3.67,7.58,0.55,8.08,7.43,0.18,0
7.61,36.32,3.97,7.59,0.55,9.42,6.91,0.17,0
6.85,36.63,2.2,7.48,0.59,7.96,6.78,0.17,0
6.49,36.77,3.9,7.52,0.51,8.97,7.07,0.18,0
7.2,36.49,1.02,7.52,0.56,7.53,7.2,0.17,0
6.28,36.86,3.81,7.47,0.59,8.41,7.24,0.18,0
6.76,36.66,3.67,7.54,0.6,9.59,7.25,0.18,0
7.2,36.49,3.27,7.56,0.61,7.46,7.08,0.18,0
7.16,36.5,1.34,7.53,0.55,8.83,7.47,0.17,1
6.62,36.72,1.76,7.45,0.6,8.84,7.24,0.18,0
6.77,36.66,0.03,7.38,0.53,7.83,7.19,0.17,0
7.35,36.43,2.41,7.58,0.58,8.86,6.98,0.17,0
7.55,36.35,1.87,7.45,0.55,8.33,6.81,0.17,0
6.56,36.74,3.11,7.54,0.61,7.71,7.15,0.18,0
6.7,36.69,2.17,7.65,0.6,8.41,7.25,0.17,0
6.39,36.81,1.21,7.5,0.58,8.92,7.13,0.17,0
7.07,36.54,2.87,7.37,0.62,9.28,7.31,0.18,0
7.08,36.54,2.1,7.41,0.62,8.04,7.04,0.18,0
6.44,36.79,2.37,7.52,0.58,8.62,7.37,0.18,0
6.69,36.69,2.03,7.51,0.6,7.34,7.48,0.18,1
6.81,36.65,4.42,7.44,0.56,8.86,6.89,0.18,0
6.19,36.89,2.96,7.48,0.53,8.43,7.4,0.18,0
7,36.57,2.32,7.47,0.5,8.49,7.23,0.17,0
7.16,36.5,0.1,7.43,0.61,8.39,7.21,0.17,0
7.19,36.49,3.55,7.48,0.62,9.11,7.5,0.18,1
7.25,36.47,3.88,7.46,0.57,6.71,6.99,0.18,0
6.63,36.72,1.58,7.39,0.6,8.25,7.1,0.17,0
6.95,36.59,4.88,7.57,0.53,8.22,7.4,0.18,0
6.96,36.59,5.15,7.54,0.62,8.58,7.09,0.18,0
7.11,36.52,4.14,7.54,0.62,7.61,7.08,0.18,0
6.36,36.83,2.29,7.54,0.57,8.46,7.39,0.18,0
7.02,36.56,3.31,7.53,0.62,8.42,6.93,0.17,0
6.85,36.63,1.71,7.43,0.58,8.62,7.49,0.17,1
6.79,36.65,3.83,7.58,0.57,7.58,7.35,0.18,0
6.09,36.93,4.29,7.53,0.54,8.51,7.29,0.19,1
6.97,36.58,3.52,7.41,0.59,8.14,7.15,0.18,0
6.83,36.64,2.07,7.43,0.6,8.59,7.07,0.17,0
6.98,36.57,5.08,7.62,0.54,8.13,6.85,0.18,0
7.39,36.41,1.46,7.6,0.58,8.98,7.31,0.17,0
6.44,36.79,3.36,7.53,0.54,7.65,7.42,0.18,0
7.41,36.4,0.72,7.71,0.59,7.38,6.7,0.17,0
6.83,36.64,1.6,7.47,0.59,8.77,7.17,0.17,0
7.33,36.44,2.94,7.5,0.57,8.95,7.34,0.17,0
7.35,36.43,2.11,7.46,0.53,8.11,7.42,0.18,0
6.82,36.64,1.64,7.4,0.55,8.88,7.28,0.17,0
6.92,36.6,2.43,7.45,0.57,6.96,6.84,0.17,0
7.31,36.44,1.65,7.49,0.59,8.83,7.26,0.17,0
6.83,36.63,3.42,7.47,0.56,7.8,7.14,0.18,0
7.05,36.55,3.82,7.67,0.59,8.51,7.11,0.18,0
7,36.57,2.99,7.49,0.57,8.34,7.24,0.18,0
6.64,36.71,1.36,7.49,0.64,7.76,7.43,0.17,0
7.37,36.42,1.79,7.54,0.62,8.03,7.08,0.17,0
7.04,36.55,4.59,7.51,0.64,8.42,7.33,0.18,0
7.5,36.37,0.51,7.46,0.56,8.82,7.18,0.17,0
6.81,36.64,3.32,7.62,0.57,8.37,6.91,0.18,0
7.01,36.57,0.83,7.47,0.62,7.24,7.2,0.17,0
6.58,36.74,1.35,7.38,0.58,8.35,7.19,0.17,0
6.65,36.71,3.16,7.43,0.53,9.56,7.43,0.18,0
7.15,36.51,3.36,7.44,0.61,7.9,7.37,0.18,0
7.34,36.43,3.15,7.54,0.59,8.65,7.29,0.18,0
7.46,36.38,2.04,7.4,0.57,9.33,7.07,0.18,0
6.49,36.77,3.4,7.57,0.57,8.08,7.06,0.18,0
7.06,36.54,2.75,7.47,0.59,8.78,7.03,0.17,0
7.15,36.51,1.65,7.56,0.54,8.28,7.38,0.18,0
6.86,36.63,2.73,7.38,0.56,8.3,7.36,0.18,0
6.85,36.63,4.77,7.52,0.57,8.41,7.24,0.18,0
6.91,36.6,1.66,7.49,0.59,8.39,7.05,0.18,0
6.62,36.72,4.04,7.46,0.58,8.42,7.63,0.18,1
6.47,36.78,4.24,7.59,0.52,8.01,6.7,0.18,0
6.1,36.93,6.52,7.44,0.55,8.05,7.38,0.19,1
7.3,36.45,3.29,7.52,0.57,9.38,7.1,0.17,0
6.22,36.88,6.45,7.48,0.54,10.28,6.8,0.19,1
7.19,36.49,3.46,7.52,0.55,8.04,7.31,0.17,0
6.55,36.75,1.91,7.67,0.56,8.55,7.01,0.17,0
7.66,36.31,2.67,7.56,0.58,8.97,7.04,0.18,0
7.06,36.54,2.68,7.53,0.62,8.69,7.24,0.18,0
7.34,36.43,1.27,7.53,0.61,9.74,6.97,0.16,0
7.07,36.54,0.93,7.54,0.57,8.49,7.39,0.17,0
6.59,36.73,2.13,7.49,0.55,7.53,7.2,0.18,0
7.44,36.39,3.87,7.47,0.58,8.54,7.26,0.18,0
6.56,36.75,3.27,7.54,0.6,8.12,7.23,0.18,0
6.89,36.61,3.19,7.59,0.57,7.61,6.97,0.18,0
6.83,36.63,3.2,7.5,0.57,6.85,6.96,0.18,0
6.86,36.63,2.85,7.48,0.58,8.43,6.82,0.18,0
6.6,36.73,2.06,7.51,0.55,8.83,6.84,0.17,0
6.51,36.77,2.24,7.49,0.58,8.57,7.16,0.18,0
7.83,36.24,5.48,7.39,0.5,9.6,7.27,0.18,1
6.69,36.69,2.09,7.52,0.58,9.42,7.09,0.18,0
6.67,36.7,2.02,7.45,0.61,7.99,7.24,0.17,0
6.96,36.58,3.09,7.49,0.55,7.09,7.15,0.18,0
7.01,36.56,2.46,7.54,0.49,7.43,6.99,0.18,0
6.93,36.6,1.42,7.47,0.61,7.8,7.07,0.17,0
6.61,36.73,4.01,7.42,0.56,8.1,7.23,0.18,0
7.15,36.51,2.97,7.37,0.56,9.11,7.12,0.18,0
7.72,36.28,0.25,7.44,0.61,8.3,7.1,0.17,0
6.77,36.66,0.68,7.41,0.55,7.84,6.9,0.17,0
6.93,36.59,2.48,7.52,0.57,7.17,7.31,0.17,0
7.3,36.45,2.08,7.48,0.55,8.34,7.03,0.17,0
6.76,36.66,0.84,7.49,0.59,9.4,7.39,0.17,0
6.96,36.58,2.11,7.53,0.59,8.18,7.28,0.18,0
6.9,36.61,2.39,7.55,0.56,7.73,7.11,0.18,0
6.56,36.74,3.15,7.59,0.55,9.06,7.38,0.18,0
6.68,36.7,4.08,7.51,0.54,9.13,6.86,0.18,0
6.51,36.77,2.6,7.6,0.58,7.77,6.9,0.17,0
6.84,36.63,2.4,7.53,0.59,8.75,7.36,0.18,0
6.72,36.68,3,7.43,0.57,8.94,7.05,0.18,0
6.76,36.67,2.61,7.47,0.55,8.41,7.33,0.18,0
6.45,36.79,0.2,7.4,0.57,8.27,7.25,0.17,0
6.51,36.77,1.54,7.5,0.61,8.8,7.01,0.17,0
6.94,36.59,2.31,7.65,0.61,8.29,7.12,0.17,0
7.16,36.5,3.57,7.5,0.57,8,7.37,0.18,0
6.77,36.66,3.05,7.55,0.59,8.99,7.04,0.17,0
6.88,36.62,1.57,7.59,0.56,8.42,7.26,0.17,0
6.68,36.7,3.23,7.6,0.57,8.27,7.44,0.18,0
6.84,36.63,2.89,7.53,0.57,8.7,6.99,0.18,0
6.98,36.58,1.98,7.41,0.56,8.79,6.95,0.18,0
7.33,36.44,4.18,7.44,0.51,9.44,7.13,0.18,0
6.97,36.58,1.98,7.6,0.55,7.91,6.8,0.17,0
7.24,36.47,2.59,7.57,0.55,7.88,7.03,0.18,0
6.96,36.59,3.11,7.53,0.55,9.21,7.32,0.18,0
6.79,36.65,3.18,7.47,0.59,8.08,7.11,0.18,0
7.25,36.47,1.66,7.43,0.55,8.88,7.23,0.16,0
7.09,36.53,1.03,7.45,0.57,8.27,7.25,0.17,0
6.68,36.7,4.52,7.59,0.55,8.55,6.93,0.18,0
6.64,36.71,2.68,7.59,0.6,7.69,7.22,0.18,0
7.1,36.53,0.22,7.58,0.54,8.5,7,0.16,0
6.97,36.58,0.73,7.44,0.58,7.78,7.37,0.17,0
6.76,36.67,4.18,7.6,0.54,8.5,6.9,0.17,0
6.6,36.73,2.21,7.6,0.56,8.6,7.57,0.18,1
7.3,36.45,4.15,7.42,0.6,7.93,6.96,0.17,0
6.99,36.57,3.08,7.5,0.54,7.9,7.22,0.17,0
6.96,36.59,0.07,7.59,0.59,8.5,7.22,0.17,0
6.97,36.58,3.29,7.52,0.59,10.73,7.48,0.18,1
6.67,36.7,1.69,7.47,0.52,7.3,7.09,0.18,0
7.09,36.53,3.14,7.64,0.59,8.73,7.1,0.18,0
6.84,36.63,0.87,7.54,0.53,9.29,7.51,0.17,1
6.88,36.62,3.06,7.54,0.58,9.03,7.1,0.18,0
6.48,36.78,0.72,7.45,0.66,8.61,7.31,0.17,1
7.78,36.26,3,7.53,0.54,8.78,6.91,0.17,0
7.75,36.27,2.83,7.53,0.57,7.32,7.27,0.18,0
6.72,36.68,3.54,7.38,0.56,9.03,7.22,0.17,0
6.89,36.61,5.51,7.51,0.63,8.24,7.09,0.18,0
6.72,36.68,2.15,7.5,0.58,8.45,6.98,0.17,0
7.17,36.5,1.13,7.46,0.57,8.8,7.23,0.17,0
6.67,36.7,1.82,7.52,0.61,7.96,7.16,0.17,0
7.13,36.52,3.65,7.51,0.58,8.41,7.42,0.17,0
6.93,36.59,2.25,7.61,0.58,7.7,7.07,0.17,0
6.95,36.59,3.44,7.36,0.54,7.6,7.38,0.18,0
7.58,36.34,2.49,7.51,0.58,7.6,7.44,0.17,0
7.13,36.52,1.98,7.62,0.61,7.87,7.23,0.17,0
7.04,36.55,3.28,7.56,0.56,10.01,7.11,0.18,0
7.12,36.52,3.44,7.39,0.59,9.79,7.48,0.18,1
6.8,36.65,4.21,7.64,0.54,7.97,6.94,0.18,0
7.06,36.54,3.4,7.42,0.59,9.23,7.23,0.18,0
6.81,36.64,2.89,7.5,0.53,8.37,6.89,0.17,0
6.88,36.62,4.77,7.64,0.61,9.21,7.01,0.18,0
6.87,36.62,1.41,7.59,0.61,8.69,7.47,0.18,1
7.01,36.57,2.22,7.46,0.55,8.72,7.41,0.18,0
6.71,36.68,1.45,7.53,0.55,8.71,7.48,0.18,1
6.45,36.79,2.66,7.41,0.6,8.13,7.18,0.17,0
6.85,36.63,1.73,7.45,0.59,9.71,7.32,0.17,0
6.48,36.78,3.35,7.41,0.56,7.76,7.09,0.18,0
7.14,36.51,2.32,7.48,0.56,9.05,7.43,0.18,0
7.07,36.54,0.67,7.46,0.57,8.5,6.9,0.17,0
7.34,36.43,3.26,7.57,0.56,8.3,7.07,0.17,0
7.81,36.25,1.32,7.38,0.61,8.41,7.62,0.17,1
6.64,36.71,0.97,7.58,0.57,10.01,7.36,0.17,0
6.85,36.63,1.33,7.52,0.56,7.39,6.83,0.17,0
8,36.17,1.03,7.53,0.54,8.65,6.86,0.17,1
6.88,36.62,0.88,7.52,0.57,7.36,7.08,0.17,0
7.1,36.53,4.75,7.61,0.56,8.97,7.02,0.18,0
7.14,36.51,0.04,7.4,0.59,9.92,7.32,0.17,0
6.27,36.86,5.78,7.39,0.6,8.36,7.49,0.19,1
6.79,36.65,3.09,7.54,0.58,7.27,7.06,0.18,0
7.62,36.32,2.22,7.59,0.56,8.27,6.98,0.18,0
7.31,36.44,2.69,7.46,0.55,7.86,7.32,0.17,0
7.21,36.49,3.67,7.52,0.59,7.64,6.99,0.17,0
7.24,36.47,2.73,7.44,0.56,7.55,7.26,0.18,0
6.91,36.61,0.83,7.53,0.6,9.35,6.9,0.17,0
6.29,36.85,3.04,7.56,0.62,8.07,6.85,0.18,0
7.11,36.53,3.1,7.46,0.55,8.14,7.21,0.17,0
7.05,36.55,3.56,7.55,0.57,8.48,6.99,0.18,0
7.2,36.49,2.81,7.4,0.54,8.7,6.67,0.18,0
6.97,36.58,3.38,7.51,0.59,9.41,7.15,0.18,0
7.04,36.55,1.04,7.47,0.55,8.67,7.35,0.18,0
6.37,36.82,3.2,7.52,0.54,8.77,7.08,0.18,0
7,36.57,2.22,7.36,0.55,9.18,7.37,0.18,0
7.54,36.35,4.17,7.54,0.55,8.75,7.81,0.18,1
7.19,36.49,1.84,7.45,0.56,7.62,7.39,0.18,0
6.99,36.57,1.03,7.44,0.52,8.53,7.02,0.17,0
7.04,36.55,2.75,7.47,0.58,7.77,7.08,0.18,0
7,36.57,0.47,7.44,0.6,8.51,7.35,0.17,0
7.12,36.52,2.11,7.5,0.53,8.08,7.27,0.17,0
7.25,36.47,1.91,7.47,0.54,7.53,6.94,0.18,0
7.25,36.47,3.99,7.57,0.56,7.92,7.33,0.17,0
7.33,36.44,0.24,7.5,0.53,8.72,7.2,0.17,0
6.93,36.59,3.67,7.57,0.57,8.88,6.94,0.18,0
7.12,36.52,2.86,7.5,0.53,7.91,6.91,0.18,0
6.87,36.62,1.91,7.51,0.57,8.86,7.35,0.17,0
6.58,36.74,3.21,7.47,0.58,7.52,7.02,0.18,0
7.1,36.53,3.59,7.59,0.58,9.38,6.9,0.18,0
7.01,36.56,2.14,7.48,0.59,10.08,7.37,0.17,0
6.93,36.59,2.5,7.51,0.56,9.29,7.33,0.17,0
6.8,36.65,3.89,7.57,0.53,9.34,7.3,0.18,0
6.98,36.57,2.74,7.61,0.57,6.64,6.89,0.17,0
7,36.57,2.82,7.46,0.56,9.73,7.42,0.18,0
6.64,36.71,0.52,7.51,0.61,8.12,7.2,0.18,0
7.24,36.47,2,7.49,0.58,8.92,7.08,0.17,0
7.24,36.47,2.23,7.54,0.57,8.05,7.26,0.18,0
7.56,36.35,3.61,7.43,0.63,8.69,7.14,0.18,0
6.99,36.57,1.15,7.47,0.65,9.55,7.35,0.17,1
6.77,36.66,1.85,7.44,0.61,7.76,6.89,0.18,0
6.5,36.77,3.44,7.42,0.57,8.74,7.15,0.18,0
7.25,36.47,3.89,7.51,0.47,8.42,7.06,0.18,0
6.46,36.79,2.16,7.43,0.52,7.25,7.35,0.18,0
6.79,36.65,5.16,7.5,0.61,9.78,7.17,0.19,1
7.77,36.26,1.53,7.49,0.6,8.84,7.38,0.18,0
7.07,36.54,3.87,7.48,0.52,7.57,6.96,0.18,0
7.1,36.53,2.75,7.49,0.58,8.71,7.26,0.18,0
6.52,36.76,1.03,7.41,0.64,8.04,7.17,0.18,0
7.06,36.54,3.63,7.52,0.58,8.55,6.95,0.18,0
6.7,36.69,3.26,7.49,0.55,8.3,6.83,0.18,0
6.97,36.58,2.73,7.42,0.55,9.88,7.41,0.18,0
6.57,36.74,2.34,7.47,0.54,7.41,7.26,0.18,0
6.16,36.9,3.8,7.39,0.55,9.23,7.21,0.18,0
7.07,36.54,1.11,7.41,0.6,8.84,7.19,0.18,0
6.8,36.65,2.19,7.53,0.56,9.08,7.22,0.18,0
7.07,36.54,2.37,7.4,0.55,8,7.09,0.17,0
7.7,36.29,2.77,7.54,0.58,8.71,7.4,0.17,0
6.48,36.78,2.46,7.63,0.58,8.01,7.13,0.17,0
6.87,36.62,1.02,7.35,0.54,8.07,6.91,0.17,0
6.64,36.71,1.9,7.49,0.6,7.97,7.51,0.18,1
7.02,36.56,1.73,7.51,0.55,7.78,6.9,0.18,0
6.82,36.64,2.16,7.55,0.57,8.32,7.55,0.17,1
6.48,36.78,1.72,7.45,0.55,9.06,7.32,0.18,0
6.94,36.59,2.25,7.54,0.6,7.05,7.35,0.18,0
6.95,36.59,1.57,7.46,0.6,8.13,7.35,0.17,0
6.1,36.93,0.6,7.56,0.54,9.42,7.25,0.18,1
6.61,36.72,4.39,7.45,0.52,7.97,7.36,0.18,0
6.69,36.69,2.11,7.6,0.55,8.51,7.05,0.18,0
6.97,36.58,2.56,7.58,0.54,7.63,6.98,0.17,0
7.21,36.48,0.37,7.46,0.6,8.08,6.98,0.16,0
6.98,36.57,0.81,7.54,0.55,8.48,7.03,0.17,0
6.49,36.77,3.18,7.6,0.57,8.25,7.31,0.18,0
6.7,36.69,4.01,7.51,0.55,7.98,7.01,0.18,0
6.69,36.69,3.31,7.47,0.56,8.71,7.32,0.18,0
7.41,36.4,1.31,7.46,0.57,8.36,7.24,0.17,0
7.38,36.42,2.49,7.52,0.63,8.94,7.27,0.17,0
7.3,36.45,3.65,7.5,0.51,9,6.92,0.17,0
6.9,36.61,0.33,7.49,0.59,8.49,7.27,0.17,0
7,36.57,4.71,7.53,0.58,8.1,7.59,0.18,1
7.22,36.48,4.65,7.31,0.5,9.3,6.95,0.18,0
7.7,36.29,2.28,7.53,0.6,9.17,7.45,0.17,1
7.21,36.48,6.74,7.5,0.56,8.31,7.01,0.19,1
6.93,36.59,2.79,7.39,0.61,8.05,7.22,0.18,0
7.18,36.5,2.64,7.6,0.57,7.95,7.1,0.18,0
7.32,36.44,2.64,7.56,0.6,7.99,6.99,0.18,0
7.24,36.47,4.52,7.51,0.61,8.66,6.71,0.18,0
6.81,36.65,1.39,7.5,0.59,8.04,7.1,0.18,0
7.66,36.3,3.76,7.52,0.62,8.53,7.28,0.18,0
6.81,36.64,1.38,7.49,0.56,6.22,7.09,0.17,0
6.88,36.61,1.5,7.65,0.6,7.3,6.86,0.17,0
7.2,36.49,2.36,7.46,0.59,7.74,7.4,0.17,0
7,36.57,3.5,7.52,0.58,7.77,6.96,0.18,0
6.81,36.64,1.49,7.4,0.56,7.8,7.05,0.17,0
6.5,36.77,5.54,7.47,0.53,9,7.33,0.19,1
7.06,36.54,1.81,7.42,0.57,9.42,7.4,0.17,0
6.72,36.68,3.67,7.45,0.58,7.75,7.28,0.18,0
6.48,36.78,4.96,7.53,0.6,9.17,7.22,0.19,1
6.28,36.86,1.6,7.67,0.58,8.13,7.15,0.17,0
7.04,36.55,1.81,7.52,0.61,8.84,7.38,0.17,0
6.8,36.65,4.36,7.51,0.58,7.8,6.91,0.18,0
7.16,36.5,1.85,7.61,0.58,9.51,7.21,0.17,0
7.12,36.52,0.54,7.55,0.57,8.65,7.24,0.17,0
7.14,36.51,3.32,7.44,0.54,7.11,7.14,0.18,0
7.02,36.56,3.1,7.39,0.54,7.77,7.17,0.17,0
6.17,36.9,4.01,7.47,0.56,8.64,7.16,0.18,0
6.88,36.62,4.09,7.55,0.56,8.79,7.07,0.17,0
6.35,36.83,4,7.4,0.58,8.04,6.8,0.18,0
6.9,36.61,1.23,7.51,0.58,8.17,6.93,0.17,0
6.34,36.83,1.09,7.59,0.59,8.65,6.83,0.17,0
6.4,36.81,2.62,7.35,0.58,8.78,7.12,0.18,0
7.07,36.54,0.31,7.4,0.61,7.39,7.22,0.17,0
6.75,36.67,2.78,7.41,0.55,8.24,7.34,0.18,0
6.66,36.71,3.79,7.47,0.59,8.85,7.55,0.18,1
7.2,36.49,0.24,7.47,0.55,9.85,7.32,0.17,0
6.88,36.62,6.32,7.45,0.52,6.96,7.04,0.18,0
7.2,36.49,1.27,7.56,0.6,7.25,7.23,0.17,0
6.65,36.71,3.85,7.62,0.58,7.84,7.11,0.18,0
7.67,36.3,2.75,7.51,0.56,9.11,7.19,0.17,0
6.8,36.65,4.49,7.49,0.56,9.84,7.16,0.18,0
6.76,36.66,3.33,7.5,0.5,7.27,7.02,0.17,0
6.63,36.72,5.14,7.41,0.57,8.95,7.44,0.19,1
6.92,36.6,2.89,7.41,0.58,6.79,7.43,0.18,0
6.98,36.58,2.12,7.47,0.57,8.48,7.46,0.18,1
7.23,36.48,2.48,7.57,0.56,8.7,6.91,0.17,0
6.45,36.79,3.31,7.51,0.54,8.69,7.01,0.18,0
7.04,36.55,1.65,7.58,0.61,7.85,7.37,0.17,0
7.16,36.5,3.49,7.59,0.54,7.03,6.75,0.18,0
6.69,36.69,1.28,7.45,0.6,8.37,7.25,0.17,0
7.61,36.33,2.25,7.54,0.56,9.26,7.19,0.17,0
6.95,36.59,4.26,7.4,0.57,8.15,7.26,0.18,0
7.11,36.52,1.29,7.46,0.65,7.33,7.47,0.17,1
7.2,36.49,4.41,7.47,0.57,8.98,7.38,0.18,0
7.05,36.55,1.28,7.51,0.59,7.89,7.57,0.17,1
7.1,36.53,2.33,7.45,0.59,7.45,7.41,0.17,0
7.24,36.47,4,7.43,0.53,8.5,6.97,0.18,0
6.96,36.59,3.42,7.38,0.59,8.69,7.44,0.17,0
6.61,36.72,4.07,7.45,0.57,7.93,6.76,0.18,0
6.83,36.63,1.67,7.48,0.54,8.54,7.33,0.17,0
7.31,36.44,3.06,7.5,0.59,8.34,6.9,0.17,0
7.29,36.45,2.85,7.58,0.58,8.99,7.22,0.18,0
7.53,36.36,2.05,7.42,0.57,8.8,7.24,0.17,0
6.97,36.58,1.9,7.36,0.58,9.71,7.64,0.18,1
7.25,36.47,4.31,7.51,0.61,8.34,7.29,0.18,0
6.94,36.59,3.33,7.55,0.52,9.62,6.92,0.17,0
6.71,36.68,3.44,7.53,0.57,8.29,7.24,0.18,0
6.8,36.65,4.06,7.37,0.58,8.07,7.04,0.18,0
7.27,36.46,5,7.45,0.57,8.84,7.31,0.18,0
6.53,36.76,2.99,7.51,0.58,8.69,7.31,0.18,0
6.99,36.57,3.54,7.5,0.6,8.1,7.33,0.18,0
6.8,36.65,1.79,7.49,0.54,8.07,7.07,0.18,0
6.8,36.65,3.4,7.57,0.59,8.48,7.36,0.18,0
7.06,36.54,2,7.47,0.55,7.22,7.34,0.17,0
6.96,36.58,2.82,7.47,0.6,8.64,7.19,0.17,0
6.91,36.6,1.35,7.52,0.57,8.64,7.01,0.18,0
6.78,36.66,0.09,7.52,0.55,8.08,7.21,0.17,0
7.4,36.41,3.91,7.48,0.58,8.9,7.34,0.18,0
6.83,36.64,5.22,7.48,0.52,7.71,7.01,0.19,1
6.62,36.72,2.26,7.42,0.52,8.11,6.99,0.17,0
